Region,County,First Dose,Series Complete,Report as of
Southern Tier,Tioga,25705,24329,10/18/22
Southern Tier,Tompkins,88521,80326,10/18/22
Mid-Hudson,Ulster,148137,135577,10/18/22
Capital Region,Warren,52397,49319,10/18/22
Capital Region,Washington,41893,39743,10/18/22
Finger Lakes,Wayne,65709,61846,10/18/22
Mid-Hudson,Westchester,882528,792562,10/18/22
Finger Lakes,Wyoming,23476,22194,10/18/22
Finger Lakes,Yates,14719,13715,10/18/22
Capital Region,Albany,254218,231295,10/17/22
Western New York,Allegany,23599,22045,10/17/22
New York City,Bronx,1222861,1086439,10/17/22
Southern Tier,Broome,135630,126324,10/17/22
Western New York,Cattaraugus,44088,40931,10/17/22
Central New York,Cayuga,49949,46666,10/17/22
Western New York,Chautauqua,81982,75484,10/17/22
Southern Tier,Chemung,49521,46528,10/17/22
Southern Tier,Chenango,31441,29628,10/17/22
North Country,Clinton,59350,55759,10/17/22
Capital Region,Columbia,46039,42041,10/17/22
Central New York,Cortland,29807,28110,10/17/22
Southern Tier,Delaware,26689,24758,10/17/22
Mid-Hudson,Dutchess,231054,208358,10/17/22
Western New York,Erie,716974,664748,10/17/22
North Country,Essex,27903,25997,10/17/22
North Country,Franklin,31306,29245,10/17/22
Mohawk Valley,Fulton,30257,28496,10/17/22
Finger Lakes,Genesee,37858,35684,10/17/22
Capital Region,Greene,32383,29483,10/17/22
North Country,Hamilton,3544,3294,10/17/22
Mohawk Valley,Herkimer,37011,34750,10/17/22
North Country,Jefferson,75789,63557,10/17/22
New York City,Kings,2092906,1881243,10/17/22
North Country,Lewis,14499,13815,10/17/22
Finger Lakes,Livingston,40512,38355,10/17/22
Central New York,Madison,54599,51092,10/17/22
Finger Lakes,Monroe,586340,544701,10/17/22
Mohawk Valley,Montgomery,35461,33458,10/17/22
Long Island,Nassau,1251649,1140465,10/17/22
New York City,New York,1626352,1393824,10/17/22
Western New York,Niagara,150948,141843,10/17/22
Mohawk Valley,Oneida,156315,145265,10/17/22
Central New York,Onondaga,369071,338943,10/17/22
Finger Lakes,Ontario,85482,80122,10/17/22
Mid-Hudson,Orange,264639,240922,10/17/22
Finger Lakes,Orleans,24442,22987,10/17/22
Central New York,Oswego,79596,74902,10/17/22
Mohawk Valley,Otsego,40561,37877,10/17/22
Mid-Hudson,Putnam,83182,74693,10/17/22
New York City,Queens,2204218,1981087,10/17/22
Capital Region,Rensselaer,119389,110529,10/17/22
New York City,Richmond,391832,359267,10/17/22
Mid-Hudson,Rockland,233182,209861,10/17/22
Capital Region,Saratoga,188322,175672,10/17/22
Capital Region,Schenectady,136318,126001,10/17/22
Mohawk Valley,Schoharie,19438,18421,10/17/22
Southern Tier,Schuyler,11264,10429,10/17/22
Finger Lakes,Seneca,19660,18405,10/17/22
North Country,St. Lawrence,74330,69337,10/17/22
Southern Tier,Steuben,56208,52811,10/17/22
Long Island,Suffolk,1238937,1127533,10/17/22
Mid-Hudson,Sullivan,51251,46500,10/17/22
Southern Tier,Tioga,25705,24329,10/17/22
Southern Tier,Tompkins,88515,80323,10/17/22
Mid-Hudson,Ulster,148120,135568,10/17/22
Capital Region,Warren,52394,49316,10/17/22
Capital Region,Washington,41893,39740,10/17/22
Finger Lakes,Wayne,65707,61842,10/17/22
Mid-Hudson,Westchester,882462,792516,10/17/22
Finger Lakes,Wyoming,23476,22194,10/17/22
Finger Lakes,Yates,14715,13714,10/17/22
Capital Region,Albany,254191,231277,10/16/22
Western New York,Allegany,23598,22044,10/16/22
New York City,Bronx,1222692,1086299,10/16/22
Southern Tier,Broome,135622,126313,10/16/22
Western New York,Cattaraugus,44088,40929,10/16/22
Central New York,Cayuga,49949,46665,10/16/22
Western New York,Chautauqua,81978,75474,10/16/22
Southern Tier,Chemung,49517,46526,10/16/22
Southern Tier,Chenango,31439,29628,10/16/22
North Country,Clinton,59345,55753,10/16/22
Capital Region,Columbia,46039,42041,10/16/22
Central New York,Cortland,29806,28107,10/16/22
Southern Tier,Delaware,26689,24758,10/16/22
Mid-Hudson,Dutchess,231043,208344,10/16/22
Western New York,Erie,716915,664685,10/16/22
North Country,Essex,27902,25996,10/16/22
North Country,Franklin,31305,29244,10/16/22
Mohawk Valley,Fulton,30255,28495,10/16/22
Finger Lakes,Genesee,37857,35684,10/16/22
Capital Region,Greene,32380,29483,10/16/22
North Country,Hamilton,3544,3294,10/16/22
Mohawk Valley,Herkimer,37011,34750,10/16/22
North Country,Jefferson,75786,63556,10/16/22
New York City,Kings,2092671,1881046,10/16/22
North Country,Lewis,14499,13815,10/16/22
Finger Lakes,Livingston,40510,38354,10/16/22
Central New York,Madison,54597,51090,10/16/22
Finger Lakes,Monroe,586293,544675,10/16/22
Mohawk Valley,Montgomery,35459,33454,10/16/22
Long Island,Nassau,1251573,1140407,10/16/22
New York City,New York,1626167,1393671,10/16/22
Western New York,Niagara,150939,141836,10/16/22
Mohawk Valley,Oneida,156309,145252,10/16/22
Central New York,Onondaga,369055,338920,10/16/22
Finger Lakes,Ontario,85474,80121,10/16/22
Mid-Hudson,Orange,264620,240902,10/16/22
Finger Lakes,Orleans,24441,22986,10/16/22
Central New York,Oswego,79594,74900,10/16/22
Mohawk Valley,Otsego,40560,37877,10/16/22
Mid-Hudson,Putnam,83177,74691,10/16/22
New York City,Queens,2204012,1980924,10/16/22
Capital Region,Rensselaer,119384,110523,10/16/22
New York City,Richmond,391792,359233,10/16/22
Mid-Hudson,Rockland,233169,209854,10/16/22
Capital Region,Saratoga,188317,175665,10/16/22
Capital Region,Schenectady,136315,125992,10/16/22
Mohawk Valley,Schoharie,19438,18420,10/16/22
Southern Tier,Schuyler,11264,10429,10/16/22
Finger Lakes,Seneca,19659,18404,10/16/22
North Country,St. Lawrence,74329,69332,10/16/22
Southern Tier,Steuben,56205,52810,10/16/22
Long Island,Suffolk,1238868,1127475,10/16/22
Mid-Hudson,Sullivan,51248,46493,10/16/22
Southern Tier,Tioga,25703,24327,10/16/22
Southern Tier,Tompkins,88511,80315,10/16/22
Mid-Hudson,Ulster,148077,135562,10/16/22
Capital Region,Warren,52391,49316,10/16/22
Capital Region,Washington,41891,39739,10/16/22
Finger Lakes,Wayne,65701,61836,10/16/22
Mid-Hudson,Westchester,882373,792450,10/16/22
Finger Lakes,Wyoming,23476,22193,10/16/22
Finger Lakes,Yates,14713,13712,10/16/22
Capital Region,Albany,254189,231275,10/15/22
Western New York,Allegany,23598,22044,10/15/22
New York City,Bronx,1222687,1086293,10/15/22
Southern Tier,Broome,135622,126313,10/15/22
Western New York,Cattaraugus,44087,40928,10/15/22
Central New York,Cayuga,49949,46665,10/15/22
Western New York,Chautauqua,81978,75474,10/15/22
Southern Tier,Chemung,49517,46526,10/15/22
Southern Tier,Chenango,31439,29628,10/15/22
North Country,Clinton,59344,55753,10/15/22
Capital Region,Columbia,46039,42041,10/15/22
Central New York,Cortland,29806,28107,10/15/22
Southern Tier,Delaware,26689,24758,10/15/22
Mid-Hudson,Dutchess,231041,208342,10/15/22
Western New York,Erie,716914,664684,10/15/22
North Country,Essex,27902,25996,10/15/22
North Country,Franklin,31304,29243,10/15/22
Mohawk Valley,Fulton,30255,28495,10/15/22
Finger Lakes,Genesee,37857,35684,10/15/22
Capital Region,Greene,32380,29483,10/15/22
North Country,Hamilton,3544,3294,10/15/22
Mohawk Valley,Herkimer,37011,34750,10/15/22
North Country,Jefferson,75785,63555,10/15/22
New York City,Kings,2092638,1880997,10/15/22
North Country,Lewis,14499,13815,10/15/22
Finger Lakes,Livingston,40509,38353,10/15/22
Central New York,Madison,54597,51090,10/15/22
Finger Lakes,Monroe,586286,544655,10/15/22
Mohawk Valley,Montgomery,35459,33454,10/15/22
Long Island,Nassau,1251564,1140399,10/15/22
New York City,New York,1626139,1393650,10/15/22
Western New York,Niagara,150939,141836,10/15/22
Mohawk Valley,Oneida,156307,145252,10/15/22
Central New York,Onondaga,369055,338920,10/15/22
Finger Lakes,Ontario,85473,80120,10/15/22
Mid-Hudson,Orange,264619,240902,10/15/22
Finger Lakes,Orleans,24441,22986,10/15/22
Central New York,Oswego,79594,74900,10/15/22
Mohawk Valley,Otsego,40560,37877,10/15/22
Mid-Hudson,Putnam,83177,74691,10/15/22
New York City,Queens,2203986,1980886,10/15/22
Capital Region,Rensselaer,119381,110514,10/15/22
New York City,Richmond,391785,359230,10/15/22
Mid-Hudson,Rockland,233169,209853,10/15/22
Capital Region,Saratoga,188317,175665,10/15/22
Capital Region,Schenectady,136315,125991,10/15/22
Mohawk Valley,Schoharie,19438,18420,10/15/22
Southern Tier,Schuyler,11264,10429,10/15/22
Finger Lakes,Seneca,19659,18401,10/15/22
North Country,St. Lawrence,74329,69331,10/15/22
Southern Tier,Steuben,56204,52809,10/15/22
Long Island,Suffolk,1238854,1127469,10/15/22
Mid-Hudson,Sullivan,51248,46493,10/15/22
Southern Tier,Tioga,25703,24327,10/15/22
Southern Tier,Tompkins,88510,80315,10/15/22
Mid-Hudson,Ulster,148076,135561,10/15/22
Capital Region,Warren,52391,49316,10/15/22
Capital Region,Washington,41891,39739,10/15/22
Finger Lakes,Wayne,65701,61835,10/15/22
Mid-Hudson,Westchester,882370,792449,10/15/22
Finger Lakes,Wyoming,23476,22193,10/15/22
Finger Lakes,Yates,14712,13712,10/15/22
Capital Region,Albany,254188,231273,10/14/22
Western New York,Allegany,23597,22044,10/14/22
New York City,Bronx,1222652,1086271,10/14/22
Southern Tier,Broome,135622,126313,10/14/22
Western New York,Cattaraugus,44087,40928,10/14/22
Central New York,Cayuga,49948,46665,10/14/22
Western New York,Chautauqua,81977,75474,10/14/22
Southern Tier,Chemung,49517,46526,10/14/22
Southern Tier,Chenango,31439,29628,10/14/22
North Country,Clinton,59344,55753,10/14/22
Capital Region,Columbia,46039,42040,10/14/22
Central New York,Cortland,29806,28107,10/14/22
Southern Tier,Delaware,26686,24757,10/14/22
Mid-Hudson,Dutchess,231039,208342,10/14/22
Western New York,Erie,716909,664681,10/14/22
North Country,Essex,27902,25996,10/14/22
North Country,Franklin,31304,29243,10/14/22
Mohawk Valley,Fulton,30255,28495,10/14/22
Finger Lakes,Genesee,37857,35684,10/14/22
Capital Region,Greene,32380,29483,10/14/22
North Country,Hamilton,3544,3294,10/14/22
Mohawk Valley,Herkimer,37011,34749,10/14/22
North Country,Jefferson,75785,63554,10/14/22
New York City,Kings,2092555,1880936,10/14/22
North Country,Lewis,14499,13815,10/14/22
Finger Lakes,Livingston,40509,38353,10/14/22
Central New York,Madison,54597,51089,10/14/22
Finger Lakes,Monroe,586272,544606,10/14/22
Mohawk Valley,Montgomery,35458,33453,10/14/22
Long Island,Nassau,1251548,1140378,10/14/22
New York City,New York,1626094,1393628,10/14/22
Western New York,Niagara,150937,141834,10/14/22
Mohawk Valley,Oneida,156299,145252,10/14/22
Central New York,Onondaga,369055,338911,10/14/22
Finger Lakes,Ontario,85471,80117,10/14/22
Mid-Hudson,Orange,264617,240900,10/14/22
Finger Lakes,Orleans,24441,22986,10/14/22
Central New York,Oswego,79593,74899,10/14/22
Mohawk Valley,Otsego,40559,37875,10/14/22
Mid-Hudson,Putnam,83177,74690,10/14/22
New York City,Queens,2203914,1980789,10/14/22
Capital Region,Rensselaer,119379,110512,10/14/22
New York City,Richmond,391775,359218,10/14/22
Mid-Hudson,Rockland,233165,209852,10/14/22
Capital Region,Saratoga,188316,175664,10/14/22
Capital Region,Schenectady,136312,125989,10/14/22
Mohawk Valley,Schoharie,19438,18420,10/14/22
Southern Tier,Schuyler,11264,10429,10/14/22
Finger Lakes,Seneca,19659,18401,10/14/22
North Country,St. Lawrence,74327,69330,10/14/22
Southern Tier,Steuben,56203,52809,10/14/22
Long Island,Suffolk,1238841,1127461,10/14/22
Mid-Hudson,Sullivan,51247,46493,10/14/22
Southern Tier,Tioga,25703,24327,10/14/22
Southern Tier,Tompkins,88510,80315,10/14/22
Mid-Hudson,Ulster,148072,135560,10/14/22
Capital Region,Warren,52390,49316,10/14/22
Capital Region,Washington,41891,39739,10/14/22
Finger Lakes,Wayne,65701,61832,10/14/22
Mid-Hudson,Westchester,882358,792438,10/14/22
Finger Lakes,Wyoming,23476,22193,10/14/22
Finger Lakes,Yates,14712,13712,10/14/22
Capital Region,Albany,254170,231249,10/13/22
Western New York,Allegany,23596,22044,10/13/22
New York City,Bronx,1222524,1086150,10/13/22
Southern Tier,Broome,135618,126306,10/13/22
Western New York,Cattaraugus,44087,40928,10/13/22
Central New York,Cayuga,49944,46663,10/13/22
Western New York,Chautauqua,81974,75473,10/13/22
Southern Tier,Chemung,49513,46523,10/13/22
Southern Tier,Chenango,31439,29627,10/13/22
North Country,Clinton,59343,55748,10/13/22
Capital Region,Columbia,46037,42038,10/13/22
Central New York,Cortland,29802,28107,10/13/22
Southern Tier,Delaware,26684,24756,10/13/22
Mid-Hudson,Dutchess,231019,208331,10/13/22
Western New York,Erie,716842,664639,10/13/22
North Country,Essex,27899,25992,10/13/22
North Country,Franklin,31304,29242,10/13/22
Mohawk Valley,Fulton,30254,28494,10/13/22
Finger Lakes,Genesee,37856,35684,10/13/22
Capital Region,Greene,32378,29479,10/13/22
North Country,Hamilton,3544,3294,10/13/22
Mohawk Valley,Herkimer,37011,34747,10/13/22
North Country,Jefferson,75775,63548,10/13/22
New York City,Kings,2092366,1880783,10/13/22
North Country,Lewis,14498,13813,10/13/22
Finger Lakes,Livingston,40508,38353,10/13/22
Central New York,Madison,54596,51087,10/13/22
Finger Lakes,Monroe,586199,544567,10/13/22
Mohawk Valley,Montgomery,35454,33451,10/13/22
Long Island,Nassau,1251494,1140327,10/13/22
New York City,New York,1625929,1393500,10/13/22
Western New York,Niagara,150933,141829,10/13/22
Mohawk Valley,Oneida,156294,145232,10/13/22
Central New York,Onondaga,369038,338896,10/13/22
Finger Lakes,Ontario,85468,80113,10/13/22
Mid-Hudson,Orange,264600,240895,10/13/22
Finger Lakes,Orleans,24439,22986,10/13/22
Central New York,Oswego,79590,74896,10/13/22
Mohawk Valley,Otsego,40555,37873,10/13/22
Mid-Hudson,Putnam,83171,74688,10/13/22
New York City,Queens,2203708,1980650,10/13/22
Capital Region,Rensselaer,119372,110506,10/13/22
New York City,Richmond,391742,359184,10/13/22
Mid-Hudson,Rockland,233152,209847,10/13/22
Capital Region,Saratoga,188303,175658,10/13/22
Capital Region,Schenectady,136304,125982,10/13/22
Mohawk Valley,Schoharie,19436,18418,10/13/22
Southern Tier,Schuyler,11264,10429,10/13/22
Finger Lakes,Seneca,19656,18400,10/13/22
North Country,St. Lawrence,74325,69328,10/13/22
Southern Tier,Steuben,56197,52801,10/13/22
Long Island,Suffolk,1238792,1127415,10/13/22
Mid-Hudson,Sullivan,51247,46492,10/13/22
Southern Tier,Tioga,25703,24327,10/13/22
Southern Tier,Tompkins,88501,80308,10/13/22
Mid-Hudson,Ulster,148069,135557,10/13/22
Capital Region,Warren,52387,49314,10/13/22
Capital Region,Washington,41887,39736,10/13/22
Finger Lakes,Wayne,65696,61826,10/13/22
Mid-Hudson,Westchester,882263,792366,10/13/22
Finger Lakes,Wyoming,23474,22191,10/13/22
Finger Lakes,Yates,14710,13710,10/13/22
Capital Region,Albany,254131,231223,10/12/22
Western New York,Allegany,23594,22042,10/12/22
New York City,Bronx,1222362,1086042,10/12/22
Southern Tier,Broome,135602,126288,10/12/22
Western New York,Cattaraugus,44087,40928,10/12/22
Central New York,Cayuga,49936,46659,10/12/22
Western New York,Chautauqua,81965,75463,10/12/22
Southern Tier,Chemung,49507,46515,10/12/22
Southern Tier,Chenango,31433,29625,10/12/22
North Country,Clinton,59343,55746,10/12/22
Capital Region,Columbia,46035,42035,10/12/22
Central New York,Cortland,29801,28107,10/12/22
Southern Tier,Delaware,26680,24755,10/12/22
Mid-Hudson,Dutchess,230999,208312,10/12/22
Western New York,Erie,716778,664547,10/12/22
North Country,Essex,27897,25989,10/12/22
North Country,Franklin,31300,29241,10/12/22
Mohawk Valley,Fulton,30254,28493,10/12/22
Finger Lakes,Genesee,37855,35684,10/12/22
Capital Region,Greene,32375,29478,10/12/22
North Country,Hamilton,3544,3294,10/12/22
Mohawk Valley,Herkimer,37009,34747,10/12/22
North Country,Jefferson,75772,63539,10/12/22
New York City,Kings,2092166,1880625,10/12/22
North Country,Lewis,14498,13813,10/12/22
Finger Lakes,Livingston,40503,38351,10/12/22
Central New York,Madison,54595,51084,10/12/22
Finger Lakes,Monroe,586144,544521,10/12/22
Mohawk Valley,Montgomery,35454,33449,10/12/22
Long Island,Nassau,1251410,1140240,10/12/22
New York City,New York,1625723,1393365,10/12/22
Western New York,Niagara,150926,141819,10/12/22
Mohawk Valley,Oneida,156284,145214,10/12/22
Central New York,Onondaga,369000,338868,10/12/22
Finger Lakes,Ontario,85465,80110,10/12/22
Mid-Hudson,Orange,264575,240879,10/12/22
Finger Lakes,Orleans,24435,22984,10/12/22
Central New York,Oswego,79583,74889,10/12/22
Mohawk Valley,Otsego,40551,37872,10/12/22
Mid-Hudson,Putnam,83169,74685,10/12/22
New York City,Queens,2203554,1980530,10/12/22
Capital Region,Rensselaer,119361,110497,10/12/22
New York City,Richmond,391679,359155,10/12/22
Mid-Hudson,Rockland,233145,209838,10/12/22
Capital Region,Saratoga,188283,175637,10/12/22
Capital Region,Schenectady,136290,125977,10/12/22
Mohawk Valley,Schoharie,19432,18415,10/12/22
Southern Tier,Schuyler,11263,10428,10/12/22
Finger Lakes,Seneca,19655,18400,10/12/22
North Country,St. Lawrence,74321,69322,10/12/22
Southern Tier,Steuben,56192,52793,10/12/22
Long Island,Suffolk,1238734,1127346,10/12/22
Mid-Hudson,Sullivan,51243,46490,10/12/22
Southern Tier,Tioga,25703,24322,10/12/22
Southern Tier,Tompkins,88493,80300,10/12/22
Mid-Hudson,Ulster,148054,135550,10/12/22
Capital Region,Warren,52383,49312,10/12/22
Capital Region,Washington,41883,39734,10/12/22
Finger Lakes,Wayne,65691,61823,10/12/22
Mid-Hudson,Westchester,882159,792285,10/12/22
Finger Lakes,Wyoming,23472,22186,10/12/22
Finger Lakes,Yates,14707,13708,10/12/22
Capital Region,Albany,254073,231185,10/11/22
Western New York,Allegany,23588,22037,10/11/22
New York City,Bronx,1222211,1085916,10/11/22
Southern Tier,Broome,135594,126281,10/11/22
Western New York,Cattaraugus,44087,40928,10/11/22
Central New York,Cayuga,49929,46654,10/11/22
Western New York,Chautauqua,81960,75459,10/11/22
Southern Tier,Chemung,49500,46511,10/11/22
Southern Tier,Chenango,31429,29625,10/11/22
North Country,Clinton,59334,55742,10/11/22
Capital Region,Columbia,46032,42034,10/11/22
Central New York,Cortland,29800,28105,10/11/22
Southern Tier,Delaware,26678,24754,10/11/22
Mid-Hudson,Dutchess,230974,208279,10/11/22
Western New York,Erie,716719,664504,10/11/22
North Country,Essex,27896,25986,10/11/22
North Country,Franklin,31299,29240,10/11/22
Mohawk Valley,Fulton,30254,28492,10/11/22
Finger Lakes,Genesee,37853,35682,10/11/22
Capital Region,Greene,32373,29477,10/11/22
North Country,Hamilton,3544,3294,10/11/22
Mohawk Valley,Herkimer,37007,34747,10/11/22
North Country,Jefferson,75772,63534,10/11/22
New York City,Kings,2091960,1880487,10/11/22
North Country,Lewis,14498,13813,10/11/22
Finger Lakes,Livingston,40501,38350,10/11/22
Central New York,Madison,54594,51083,10/11/22
Finger Lakes,Monroe,586068,544473,10/11/22
Mohawk Valley,Montgomery,35453,33446,10/11/22
