Report Date,County,Place of Fatality,Deaths by County of Residence
10/25/22,Nassau,4971,4061
10/25/22,Niagara,399,613
10/25/22,Non-NYS,0,521
10/25/22,Oneida,874,843
10/25/22,Onondaga,1402,1144
10/25/22,Ontario,257,201
10/25/22,Orange,1105,1006
10/25/22,Orleans,58,122
10/25/22,Oswego,124,214
10/25/22,Otsego,157,98
10/25/22,Putnam,116,136
10/25/22,Queens,6971,8600
10/25/22,Rensselaer,245,291
10/25/22,Richmond,1463,1493
10/25/22,Rockland,900,935
10/25/22,Saratoga,269,373
10/25/22,Schenectady,318,338
10/25/22,Schoharie,16,39
10/25/22,Schuyler,8,29
10/25/22,Seneca,38,94
10/25/22,St. Lawrence,191,210
10/25/22,Statewide Total,58676,58676
10/25/22,Steuben,209,262
10/25/22,Suffolk,4653,4654
10/25/22,Sullivan,103,140
10/25/22,Tioga,42,88
10/25/22,Tompkins,104,95
10/25/22,Ulster,215,392
10/25/22,Warren,239,140
10/25/22,Washington,42,128
10/25/22,Wayne,111,198
10/25/22,Westchester,3134,2850
10/25/22,Wyoming,71,89
10/25/22,Yates,26,40
10/24/22,Albany,1007,566
10/24/22,Allegany,95,163
10/24/22,Bronx,4921,5512
10/24/22,Broome,661,562
10/24/22,Cattaraugus,244,240
10/24/22,Cayuga,127,167
10/24/22,Chautauqua,311,322
10/24/22,Chemung,316,247
10/24/22,Chenango,76,127
10/24/22,Clinton,150,109
10/24/22,Columbia,171,158
10/24/22,Cortland,109,129
10/24/22,Delaware,28,85
10/24/22,Dutchess,754,705
10/24/22,Erie,3123,2785
10/24/22,Essex,40,69
10/24/22,Franklin,33,51
10/24/22,Fulton,106,179
10/24/22,Genesee,173,203
10/24/22,Greene,35,139
10/24/22,Hamilton,0,5
10/24/22,Herkimer,71,206
10/24/22,Jefferson,126,146
10/24/22,Kings,8363,9237
10/24/22,Lewis,21,53
10/24/22,Livingston,88,129
10/24/22,Madison,127,139
10/24/22,Manhattan,6315,3838
10/24/22,Monroe,2048,1737
10/24/22,Montgomery,197,222
10/24/22,Nassau,4967,4058
10/24/22,Niagara,399,613
10/24/22,Non-NYS,0,520
10/24/22,Oneida,873,842
10/24/22,Onondaga,1401,1143
10/24/22,Ontario,257,201
10/24/22,Orange,1105,1006
10/24/22,Orleans,58,122
10/24/22,Oswego,124,214
10/24/22,Otsego,157,98
10/24/22,Putnam,115,136
10/24/22,Queens,6969,8597
10/24/22,Rensselaer,244,291
10/24/22,Richmond,1460,1490
10/24/22,Rockland,899,934
10/24/22,Saratoga,269,373
10/24/22,Schenectady,318,337
10/24/22,Schoharie,16,39
10/24/22,Schuyler,8,29
10/24/22,Seneca,38,94
10/24/22,St. Lawrence,191,210
10/24/22,Statewide Total,58651,58651
10/24/22,Steuben,209,262
10/24/22,Suffolk,4652,4653
10/24/22,Sullivan,103,140
10/24/22,Tioga,42,88
10/24/22,Tompkins,104,95
10/24/22,Ulster,215,392
10/24/22,Warren,239,140
10/24/22,Washington,42,128
10/24/22,Wayne,111,198
10/24/22,Westchester,3133,2849
10/24/22,Wyoming,71,89
10/24/22,Yates,26,40
10/21/22,Albany,1004,564
10/21/22,Allegany,95,163
10/21/22,Bronx,4916,5504
10/21/22,Broome,658,559
10/21/22,Cattaraugus,243,239
10/21/22,Cayuga,127,167
10/21/22,Chautauqua,308,319
10/21/22,Chemung,314,245
10/21/22,Chenango,76,127
10/21/22,Clinton,149,108
10/21/22,Columbia,171,158
10/21/22,Cortland,109,129
10/21/22,Delaware,28,84
10/21/22,Dutchess,754,705
10/21/22,Erie,3123,2785
10/21/22,Essex,40,69
10/21/22,Franklin,33,51
10/21/22,Fulton,106,179
10/21/22,Genesee,172,203
10/21/22,Greene,35,139
10/21/22,Hamilton,0,5
10/21/22,Herkimer,70,205
10/21/22,Jefferson,126,146
10/21/22,Kings,8357,9231
10/21/22,Lewis,21,53
10/21/22,Livingston,88,129
10/21/22,Madison,127,138
10/21/22,Manhattan,6305,3830
10/21/22,Monroe,2043,1731
10/21/22,Montgomery,197,222
10/21/22,Nassau,4960,4056
10/21/22,Niagara,399,613
10/21/22,Non-NYS,0,520
10/21/22,Oneida,871,840
10/21/22,Onondaga,1397,1141
10/21/22,Ontario,255,199
10/21/22,Orange,1105,1006
10/21/22,Orleans,58,122
10/21/22,Oswego,124,214
10/21/22,Otsego,156,98
10/21/22,Putnam,115,135
10/21/22,Queens,6966,8591
10/21/22,Rensselaer,244,290
10/21/22,Richmond,1460,1490
10/21/22,Rockland,899,934
10/21/22,Saratoga,265,368
10/21/22,Schenectady,317,337
10/21/22,Schoharie,16,39
10/21/22,Schuyler,8,29
10/21/22,Seneca,38,94
10/21/22,St. Lawrence,191,209
10/21/22,Statewide Total,58578,58578
10/21/22,Steuben,209,262
10/21/22,Suffolk,4646,4646
10/21/22,Sullivan,103,140
10/21/22,Tioga,42,88
10/21/22,Tompkins,104,95
10/21/22,Ulster,215,392
10/21/22,Warren,239,140
10/21/22,Washington,42,128
10/21/22,Wayne,111,198
10/21/22,Westchester,3131,2848
10/21/22,Wyoming,71,89
10/21/22,Yates,26,40
10/20/22,Albany,1004,564
10/20/22,Allegany,95,163
10/20/22,Bronx,4915,5503
10/20/22,Broome,658,559
10/20/22,Cattaraugus,243,239
10/20/22,Cayuga,127,167
10/20/22,Chautauqua,308,319
10/20/22,Chemung,314,245
10/20/22,Chenango,76,127
10/20/22,Clinton,149,108
10/20/22,Columbia,171,158
10/20/22,Cortland,109,129
10/20/22,Delaware,28,84
10/20/22,Dutchess,753,705
10/20/22,Erie,3123,2785
10/20/22,Essex,40,69
10/20/22,Franklin,33,51
10/20/22,Fulton,106,179
10/20/22,Genesee,172,203
10/20/22,Greene,35,139
10/20/22,Hamilton,0,5
10/20/22,Herkimer,70,205
10/20/22,Jefferson,126,146
10/20/22,Kings,8354,9228
10/20/22,Lewis,21,53
10/20/22,Livingston,88,129
10/20/22,Madison,127,138
10/20/22,Manhattan,6300,3826
10/20/22,Monroe,2043,1731
10/20/22,Montgomery,197,222
10/20/22,Nassau,4959,4055
10/20/22,Niagara,399,613
10/20/22,Non-NYS,0,519
10/20/22,Oneida,870,838
10/20/22,Onondaga,1397,1141
10/20/22,Ontario,255,199
10/20/22,Orange,1103,1005
10/20/22,Orleans,58,122
10/20/22,Oswego,124,214
10/20/22,Otsego,156,98
10/20/22,Putnam,115,135
10/20/22,Queens,6964,8588
10/20/22,Rensselaer,244,290
10/20/22,Richmond,1460,1490
10/20/22,Rockland,897,932
10/20/22,Saratoga,265,368
10/20/22,Schenectady,317,337
10/20/22,Schoharie,16,39
10/20/22,Schuyler,8,29
10/20/22,Seneca,38,94
10/20/22,St. Lawrence,191,209
10/20/22,Statewide Total,58555,58555
10/20/22,Steuben,209,262
10/20/22,Suffolk,4643,4643
10/20/22,Sullivan,102,139
10/20/22,Tioga,42,88
10/20/22,Tompkins,104,95
10/20/22,Ulster,215,392
10/20/22,Warren,239,140
10/20/22,Washington,42,128
10/20/22,Wayne,110,197
10/20/22,Westchester,3131,2848
10/20/22,Wyoming,71,89
10/20/22,Yates,26,40
10/19/22,Albany,1002,562
10/19/22,Allegany,95,163
10/19/22,Bronx,4914,5502
10/19/22,Broome,658,559
10/19/22,Cattaraugus,243,239
10/19/22,Cayuga,127,167
10/19/22,Chautauqua,308,319
10/19/22,Chemung,313,244
10/19/22,Chenango,76,127
10/19/22,Clinton,149,108
10/19/22,Columbia,171,158
10/19/22,Cortland,109,129
10/19/22,Delaware,28,84
10/19/22,Dutchess,753,704
10/19/22,Erie,3121,2783
10/19/22,Essex,40,69
10/19/22,Franklin,33,51
10/19/22,Fulton,106,179
10/19/22,Genesee,172,203
10/19/22,Greene,35,139
10/19/22,Hamilton,0,5
10/19/22,Herkimer,70,205
10/19/22,Jefferson,126,146
10/19/22,Kings,8351,9225
10/19/22,Lewis,21,53
10/19/22,Livingston,88,129
10/19/22,Madison,127,138
10/19/22,Manhattan,6297,3824
10/19/22,Monroe,2042,1730
10/19/22,Montgomery,197,222
10/19/22,Nassau,4956,4053
10/19/22,Niagara,399,613
10/19/22,Non-NYS,0,518
10/19/22,Oneida,870,838
10/19/22,Onondaga,1396,1140
10/19/22,Ontario,255,199
10/19/22,Orange,1102,1005
10/19/22,Orleans,58,122
10/19/22,Oswego,124,214
10/19/22,Otsego,156,98
10/19/22,Putnam,115,135
10/19/22,Queens,6962,8584
10/19/22,Rensselaer,244,290
10/19/22,Richmond,1460,1490
10/19/22,Rockland,897,932
10/19/22,Saratoga,265,368
10/19/22,Schenectady,317,337
10/19/22,Schoharie,16,39
10/19/22,Schuyler,8,29
10/19/22,Seneca,38,94
10/19/22,St. Lawrence,191,209
10/19/22,Statewide Total,58528,58528
10/19/22,Steuben,208,262
10/19/22,Suffolk,4639,4639
10/19/22,Sullivan,102,139
10/19/22,Tioga,42,88
10/19/22,Tompkins,104,95
10/19/22,Ulster,215,391
10/19/22,Warren,239,140
10/19/22,Washington,42,128
10/19/22,Wayne,110,197
10/19/22,Westchester,3129,2847
10/19/22,Wyoming,71,89
10/19/22,Yates,26,40
10/18/22,Albany,1001,562
10/18/22,Allegany,95,163
10/18/22,Bronx,4914,5502
10/18/22,Broome,657,558
10/18/22,Cattaraugus,243,239
10/18/22,Cayuga,127,167
10/18/22,Chautauqua,308,319
10/18/22,Chemung,313,244
10/18/22,Chenango,76,127
10/18/22,Clinton,148,107
10/18/22,Columbia,171,158
10/18/22,Cortland,109,129
10/18/22,Delaware,28,84
10/18/22,Dutchess,753,704
10/18/22,Erie,3119,2781
10/18/22,Essex,40,69
10/18/22,Franklin,33,51
10/18/22,Fulton,106,179
10/18/22,Genesee,172,203
10/18/22,Greene,35,139
10/18/22,Hamilton,0,5
10/18/22,Herkimer,70,204
10/18/22,Jefferson,126,146
10/18/22,Kings,8348,9222
10/18/22,Lewis,21,53
10/18/22,Livingston,88,129
10/18/22,Madison,126,136
10/18/22,Manhattan,6293,3822
10/18/22,Monroe,2041,1729
10/18/22,Montgomery,197,222
10/18/22,Nassau,4954,4052
10/18/22,Niagara,399,613
10/18/22,Non-NYS,0,516
10/18/22,Oneida,870,838
10/18/22,Onondaga,1393,1139
10/18/22,Ontario,255,199
10/18/22,Orange,1100,1004
10/18/22,Orleans,58,122
10/18/22,Oswego,124,213
10/18/22,Otsego,156,98
10/18/22,Putnam,115,135
10/18/22,Queens,6960,8581
10/18/22,Rensselaer,244,290
10/18/22,Richmond,1460,1490
10/18/22,Rockland,897,932
10/18/22,Saratoga,265,368
10/18/22,Schenectady,317,337
10/18/22,Schoharie,16,39
10/18/22,Schuyler,8,29
10/18/22,Seneca,38,94
10/18/22,St. Lawrence,191,209
10/18/22,Statewide Total,58505,58505
10/18/22,Steuben,208,262
10/18/22,Suffolk,4639,4639
10/18/22,Sullivan,102,139
10/18/22,Tioga,42,88
10/18/22,Tompkins,104,95
10/18/22,Ulster,215,390
10/18/22,Warren,239,140
10/18/22,Washington,42,128
10/18/22,Wayne,110,197
10/18/22,Westchester,3129,2847
10/18/22,Wyoming,71,89
10/18/22,Yates,26,40
10/17/22,Albany,1001,562
10/17/22,Allegany,95,163
10/17/22,Bronx,4914,5502
10/17/22,Broome,657,558
10/17/22,Cattaraugus,243,239
10/17/22,Cayuga,127,167
10/17/22,Chautauqua,308,319
10/17/22,Chemung,313,244
10/17/22,Chenango,76,127
10/17/22,Clinton,148,107
10/17/22,Columbia,171,158
10/17/22,Cortland,109,129
10/17/22,Delaware,28,84
10/17/22,Dutchess,753,703
10/17/22,Erie,3118,2780
10/17/22,Essex,40,69
10/17/22,Franklin,33,51
10/17/22,Fulton,106,179
10/17/22,Genesee,172,203
10/17/22,Greene,35,139
10/17/22,Hamilton,0,5
10/17/22,Herkimer,70,204
10/17/22,Jefferson,126,146
10/17/22,Kings,8347,9220
10/17/22,Lewis,21,53
10/17/22,Livingston,88,129
10/17/22,Madison,126,136
10/17/22,Manhattan,6290,3820
10/17/22,Monroe,2037,1726
10/17/22,Montgomery,197,222
10/17/22,Nassau,4953,4051
10/17/22,Niagara,398,612
10/17/22,Non-NYS,0,516
10/17/22,Oneida,870,838
10/17/22,Onondaga,1392,1138
10/17/22,Ontario,255,199
10/17/22,Orange,1097,1002
10/17/22,Orleans,58,122
10/17/22,Oswego,124,213
10/17/22,Otsego,156,98
10/17/22,Putnam,114,135
10/17/22,Queens,6958,8579
10/17/22,Rensselaer,243,289
10/17/22,Richmond,1460,1490
10/17/22,Rockland,897,932
10/17/22,Saratoga,265,368
10/17/22,Schenectady,317,337
10/17/22,Schoharie,16,39
10/17/22,Schuyler,8,29
10/17/22,Seneca,38,94
10/17/22,St. Lawrence,191,209
10/17/22,Statewide Total,58483,58483
10/17/22,Steuben,208,262
10/17/22,Suffolk,4637,4637
10/17/22,Sullivan,102,138
10/17/22,Tioga,42,88
10/17/22,Tompkins,104,95
10/17/22,Ulster,215,390
10/17/22,Warren,239,140
10/17/22,Washington,42,128
10/17/22,Wayne,110,197
10/17/22,Westchester,3128,2846
10/17/22,Wyoming,71,88
10/17/22,Yates,26,40
10/14/22,Albany,1000,561
10/14/22,Allegany,95,162
10/14/22,Bronx,4908,5493
10/14/22,Broome,656,557
10/14/22,Cattaraugus,242,239
10/14/22,Cayuga,127,167
10/14/22,Chautauqua,306,317
10/14/22,Chemung,313,244
10/14/22,Chenango,76,127
10/14/22,Clinton,148,107
10/14/22,Columbia,171,158
10/14/22,Cortland,109,129
10/14/22,Delaware,28,84
10/14/22,Dutchess,752,702
10/14/22,Erie,3113,2775
10/14/22,Essex,40,69
10/14/22,Franklin,33,51
10/14/22,Fulton,106,179
10/14/22,Genesee,172,203
10/14/22,Greene,35,139
10/14/22,Hamilton,0,5
10/14/22,Herkimer,69,202
10/14/22,Jefferson,126,146
10/14/22,Kings,8341,9214
10/14/22,Lewis,21,53
10/14/22,Livingston,88,129
10/14/22,Madison,125,135
10/14/22,Manhattan,6287,3818
10/14/22,Monroe,2037,1726
10/14/22,Montgomery,197,222
10/14/22,Nassau,4949,4047
10/14/22,Niagara,397,611
10/14/22,Non-NYS,0,515
10/14/22,Oneida,869,838
10/14/22,Onondaga,1391,1137
10/14/22,Ontario,255,199
10/14/22,Orange,1095,1001
10/14/22,Orleans,58,122
10/14/22,Oswego,124,213
10/14/22,Otsego,156,98
10/14/22,Putnam,114,135
10/14/22,Queens,6954,8575
10/14/22,Rensselaer,242,288
10/14/22,Richmond,1458,1488
10/14/22,Rockland,897,932
10/14/22,Saratoga,265,368
10/14/22,Schenectady,317,337
10/14/22,Schoharie,16,39
10/14/22,Schuyler,8,29
10/14/22,Seneca,38,94
10/14/22,St. Lawrence,191,209
10/14/22,Statewide Total,58427,58427
10/14/22,Steuben,208,262
10/14/22,Suffolk,4630,4630
10/14/22,Sullivan,102,137
10/14/22,Tioga,42,88
10/14/22,Tompkins,104,95
10/14/22,Ulster,215,390
10/14/22,Warren,239,140
10/14/22,Washington,42,128
10/14/22,Wayne,110,197
10/14/22,Westchester,3123,2844
10/14/22,Wyoming,71,88
10/14/22,Yates,26,40
10/13/22,Albany,998,560
10/13/22,Allegany,95,162
10/13/22,Bronx,4906,5489
10/13/22,Broome,656,557
10/13/22,Cattaraugus,242,239
10/13/22,Cayuga,127,167
10/13/22,Chautauqua,306,317
10/13/22,Chemung,313,244
10/13/22,Chenango,76,127
10/13/22,Clinton,146,106
10/13/22,Columbia,171,158
10/13/22,Cortland,109,129
10/13/22,Delaware,28,84
10/13/22,Dutchess,752,702
10/13/22,Erie,3112,2774
10/13/22,Essex,40,67
10/13/22,Franklin,33,51
10/13/22,Fulton,106,179
10/13/22,Genesee,172,203
10/13/22,Greene,35,139
10/13/22,Hamilton,0,5
10/13/22,Herkimer,69,202
10/13/22,Jefferson,126,146
10/13/22,Kings,8340,9212
10/13/22,Lewis,21,53
10/13/22,Livingston,88,129
10/13/22,Madison,125,135
10/13/22,Manhattan,6283,3817
10/13/22,Monroe,2036,1726
10/13/22,Montgomery,197,222
10/13/22,Nassau,4949,4047
10/13/22,Niagara,396,610
10/13/22,Non-NYS,0,515
10/13/22,Oneida,869,838
10/13/22,Onondaga,1388,1134
10/13/22,Ontario,255,198
10/13/22,Orange,1095,1001
10/13/22,Orleans,58,122
10/13/22,Oswego,124,213
10/13/22,Otsego,156,98
10/13/22,Putnam,114,135
10/13/22,Queens,6950,8571
10/13/22,Rensselaer,242,288
10/13/22,Richmond,1458,1488
10/13/22,Rockland,897,932
10/13/22,Saratoga,265,368
10/13/22,Schenectady,316,335
10/13/22,Schoharie,16,39
10/13/22,Schuyler,8,29
10/13/22,Seneca,38,94
10/13/22,St. Lawrence,191,209
10/13/22,Statewide Total,58402,58402
10/13/22,Steuben,208,262
10/13/22,Suffolk,4628,4628
10/13/22,Sullivan,102,137
10/13/22,Tioga,42,88
10/13/22,Tompkins,104,95
10/13/22,Ulster,215,390
10/13/22,Warren,238,140
10/13/22,Washington,42,128
10/13/22,Wayne,110,197
10/13/22,Westchester,3123,2844
10/13/22,Wyoming,71,88
10/13/22,Yates,26,40
10/12/22,Albany,998,560
10/12/22,Allegany,95,162
10/12/22,Bronx,4905,5488
10/12/22,Broome,654,555
10/12/22,Cattaraugus,242,239
10/12/22,Cayuga,126,167
10/12/22,Chautauqua,306,317
10/12/22,Chemung,313,244
10/12/22,Chenango,76,127
10/12/22,Clinton,146,106
10/12/22,Columbia,171,158
10/12/22,Cortland,109,129
10/12/22,Delaware,28,84
10/12/22,Dutchess,752,702
10/12/22,Erie,3111,2773
10/12/22,Essex,40,67
10/12/22,Franklin,33,51
10/12/22,Fulton,106,179
10/12/22,Genesee,172,203
10/12/22,Greene,35,139
10/12/22,Hamilton,0,5
10/12/22,Herkimer,69,202
10/12/22,Jefferson,126,146
10/12/22,Kings,8339,9211
10/12/22,Lewis,21,53
10/12/22,Livingston,88,129
10/12/22,Madison,125,135
10/12/22,Manhattan,6283,3817
10/12/22,Monroe,2035,1726
10/12/22,Montgomery,196,221
10/12/22,Nassau,4946,4044
10/12/22,Niagara,396,610
10/12/22,Non-NYS,0,515
10/12/22,Oneida,869,838
10/12/22,Onondaga,1388,1133
10/12/22,Ontario,255,197
10/12/22,Orange,1095,1001
10/12/22,Orleans,58,122
10/12/22,Oswego,124,213
10/12/22,Otsego,156,98
10/12/22,Putnam,114,135
10/12/22,Queens,6949,8570
10/12/22,Rensselaer,242,288
10/12/22,Richmond,1455,1485
10/12/22,Rockland,897,932
10/12/22,Saratoga,264,367
10/12/22,Schenectady,316,335
10/12/22,Schoharie,16,39
10/12/22,Schuyler,8,29
10/12/22,Seneca,38,94
10/12/22,St. Lawrence,191,209
10/12/22,Statewide Total,58383,58383
10/12/22,Steuben,208,262
10/12/22,Suffolk,4626,4626
10/12/22,Sullivan,102,137
10/12/22,Tioga,42,88
10/12/22,Tompkins,104,95
10/12/22,Ulster,215,390
10/12/22,Warren,238,140
10/12/22,Washington,42,128
10/12/22,Wayne,110,197
10/12/22,Westchester,3122,2843
10/12/22,Wyoming,71,88
10/12/22,Yates,26,40
10/11/22,Albany,998,560
10/11/22,Allegany,95,162
10/11/22,Bronx,4904,5486
10/11/22,Broome,654,555
10/11/22,Cattaraugus,241,238
10/11/22,Cayuga,126,167
10/11/22,Chautauqua,306,317
10/11/22,Chemung,313,244
10/11/22,Chenango,76,127
10/11/22,Clinton,145,105
10/11/22,Columbia,171,158
10/11/22,Cortland,109,129
10/11/22,Delaware,28,84
10/11/22,Dutchess,752,702
10/11/22,Erie,3107,2770
10/11/22,Essex,40,67
10/11/22,Franklin,33,51
10/11/22,Fulton,106,179
10/11/22,Genesee,172,203
10/11/22,Greene,35,139
10/11/22,Hamilton,0,5
10/11/22,Herkimer,69,202
10/11/22,Jefferson,126,146
10/11/22,Kings,8337,9209
10/11/22,Lewis,21,53
10/11/22,Livingston,88,129
10/11/22,Madison,124,134
10/11/22,Manhattan,6281,3816
10/11/22,Monroe,2035,1726
10/11/22,Montgomery,195,220
10/11/22,Nassau,4944,4041
10/11/22,Niagara,396,609
10/11/22,Non-NYS,0,515
10/11/22,Oneida,868,837
10/11/22,Onondaga,1388,1133
10/11/22,Ontario,255,197
10/11/22,Orange,1095,1000
10/11/22,Orleans,58,122
10/11/22,Oswego,124,213
10/11/22,Otsego,156,98
10/11/22,Putnam,114,135
10/11/22,Queens,6945,8567
10/11/22,Rensselaer,241,287
10/11/22,Richmond,1453,1483
10/11/22,Rockland,897,932
10/11/22,Saratoga,264,367
10/11/22,Schenectady,316,335
10/11/22,Schoharie,16,39
10/11/22,Schuyler,8,29
10/11/22,Seneca,38,94
10/11/22,St. Lawrence,191,209
10/11/22,Statewide Total,58354,58354
10/11/22,Steuben,208,262
10/11/22,Suffolk,4622,4622
10/11/22,Sullivan,102,137
10/11/22,Tioga,42,88
10/11/22,Tompkins,104,95
10/11/22,Ulster,215,390
10/11/22,Warren,238,140
10/11/22,Washington,42,128
10/11/22,Wayne,110,197
10/11/22,Westchester,3120,2842
10/11/22,Wyoming,71,88
10/11/22,Yates,26,40
10/7/22,Albany,996,560
10/7/22,Allegany,95,162
10/7/22,Bronx,4902,5484
10/7/22,Broome,654,555
10/7/22,Cattaraugus,240,238
10/7/22,Cayuga,125,166
10/7/22,Chautauqua,306,317
10/7/22,Chemung,311,242
10/7/22,Chenango,76,127
10/7/22,Clinton,144,105
10/7/22,Columbia,171,158
10/7/22,Cortland,109,128
10/7/22,Delaware,28,84
10/7/22,Dutchess,752,702
10/7/22,Erie,3099,2765
10/7/22,Essex,40,66
10/7/22,Franklin,32,50
10/7/22,Fulton,104,176
10/7/22,Genesee,172,203
10/7/22,Greene,35,139
10/7/22,Hamilton,0,5
10/7/22,Herkimer,69,201
10/7/22,Jefferson,126,146
10/7/22,Kings,8333,9204
10/7/22,Lewis,21,53
10/7/22,Livingston,88,129
10/7/22,Madison,123,133
10/7/22,Manhattan,6273,3810
10/7/22,Monroe,2030,1721
10/7/22,Montgomery,195,220
10/7/22,Nassau,4938,4036
10/7/22,Niagara,396,607
10/7/22,Non-NYS,0,512
10/7/22,Oneida,865,835
10/7/22,Onondaga,1386,1133
10/7/22,Ontario,255,197
10/7/22,Orange,1091,997
10/7/22,Orleans,58,122
10/7/22,Oswego,124,212
10/7/22,Otsego,156,98
10/7/22,Putnam,114,135
10/7/22,Queens,6938,8560
10/7/22,Rensselaer,241,287
10/7/22,Richmond,1452,1481
10/7/22,Rockland,896,930
10/7/22,Saratoga,262,365
10/7/22,Schenectady,316,335
10/7/22,Schoharie,16,39
10/7/22,Schuyler,7,28
10/7/22,Seneca,38,94
10/7/22,St. Lawrence,191,209
10/7/22,Statewide Total,58278,58278
10/7/22,Steuben,208,262
10/7/22,Suffolk,4617,4617
10/7/22,Sullivan,102,137
10/7/22,Tioga,42,88
10/7/22,Tompkins,104,94
10/7/22,Ulster,215,390
10/7/22,Warren,237,138
10/7/22,Washington,42,128
10/7/22,Wayne,109,196
10/7/22,Westchester,3116,2839
10/7/22,Wyoming,71,88
10/7/22,Yates,26,40
10/6/22,Albany,995,559
10/6/22,Allegany,95,162
10/6/22,Bronx,4902,5483
10/6/22,Broome,654,555
10/6/22,Cattaraugus,239,237
10/6/22,Cayuga,124,165
10/6/22,Chautauqua,306,317
10/6/22,Chemung,311,242
10/6/22,Chenango,76,127
10/6/22,Clinton,144,105
10/6/22,Columbia,171,158
10/6/22,Cortland,109,128
10/6/22,Delaware,28,84
10/6/22,Dutchess,751,700
10/6/22,Erie,3098,2764
10/6/22,Essex,40,66
10/6/22,Franklin,32,50
10/6/22,Fulton,103,176
10/6/22,Genesee,172,203
10/6/22,Greene,35,139
10/6/22,Hamilton,0,5
10/6/22,Herkimer,69,201
10/6/22,Jefferson,126,146
10/6/22,Kings,8333,9203
10/6/22,Lewis,21,53
10/6/22,Livingston,88,129
10/6/22,Madison,123,133
10/6/22,Manhattan,6269,3808
10/6/22,Monroe,2029,1720
10/6/22,Montgomery,195,220
10/6/22,Nassau,4933,4033
10/6/22,Niagara,396,607
10/6/22,Non-NYS,0,512
10/6/22,Oneida,865,835
10/6/22,Onondaga,1386,1133
10/6/22,Ontario,255,197
10/6/22,Orange,1090,996
10/6/22,Orleans,58,122
10/6/22,Oswego,124,212
10/6/22,Otsego,156,98
10/6/22,Putnam,114,135
10/6/22,Queens,6936,8556
10/6/22,Rensselaer,241,287
10/6/22,Richmond,1452,1481
10/6/22,Rockland,896,930
10/6/22,Saratoga,261,364
10/6/22,Schenectady,316,335
10/6/22,Schoharie,16,39
10/6/22,Schuyler,7,28
10/6/22,Seneca,38,94
10/6/22,St. Lawrence,191,209
10/6/22,Statewide Total,58250,58250
10/6/22,Steuben,208,262
10/6/22,Suffolk,4613,4613
10/6/22,Sullivan,102,137
10/6/22,Tioga,42,88
10/6/22,Tompkins,104,94
10/6/22,Ulster,214,389
10/6/22,Warren,236,137
10/6/22,Washington,42,128
10/6/22,Wayne,109,196
10/6/22,Westchester,3114,2837
10/6/22,Wyoming,71,88
10/6/22,Yates,26,40
10/5/22,Albany,995,559
10/5/22,Allegany,95,162
10/5/22,Bronx,4901,5481
10/5/22,Broome,653,554
10/5/22,Cattaraugus,239,237
10/5/22,Cayuga,124,165
10/5/22,Chautauqua,306,317
10/5/22,Chemung,311,242
10/5/22,Chenango,76,126
10/5/22,Clinton,144,105
10/5/22,Columbia,171,158
10/5/22,Cortland,109,128
10/5/22,Delaware,28,84
10/5/22,Dutchess,751,700
10/5/22,Erie,3097,2763
10/5/22,Essex,40,66
10/5/22,Franklin,32,50
10/5/22,Fulton,103,176
10/5/22,Genesee,172,203
10/5/22,Greene,35,139
10/5/22,Hamilton,0,5
10/5/22,Herkimer,69,201
10/5/22,Jefferson,126,146
10/5/22,Kings,8332,9202
10/5/22,Lewis,21,53
10/5/22,Livingston,88,129
10/5/22,Madison,123,133
10/5/22,Manhattan,6267,3807
10/5/22,Monroe,2028,1720
10/5/22,Montgomery,195,220
10/5/22,Nassau,4931,4031
10/5/22,Niagara,396,607
10/5/22,Non-NYS,0,512
10/5/22,Oneida,865,835
10/5/22,Onondaga,1385,1133
10/5/22,Ontario,255,197
10/5/22,Orange,1089,995
10/5/22,Orleans,58,122
10/5/22,Oswego,124,212
10/5/22,Otsego,156,98
10/5/22,Putnam,113,134
10/5/22,Queens,6935,8555
10/5/22,Rensselaer,241,287
10/5/22,Richmond,1452,1481
10/5/22,Rockland,896,930
10/5/22,Saratoga,261,364
10/5/22,Schenectady,315,334
10/5/22,Schoharie,15,39
10/5/22,Schuyler,7,28
10/5/22,Seneca,38,94
10/5/22,St. Lawrence,191,208
10/5/22,Statewide Total,58234,58234
10/5/22,Steuben,208,262
10/5/22,Suffolk,4612,4612
10/5/22,Sullivan,102,137
10/5/22,Tioga,42,88
10/5/22,Tompkins,104,94
10/5/22,Ulster,214,389
10/5/22,Warren,236,137
10/5/22,Washington,42,128
10/5/22,Wayne,109,195
10/5/22,Westchester,3114,2837
10/5/22,Wyoming,71,88
10/5/22,Yates,26,40
10/4/22,Albany,992,558
10/4/22,Allegany,95,162
10/4/22,Bronx,4899,5479
